Probability,Distance(mi),Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in),Bump,Crossing,Roundabout,Stop,Traffic_Signal,Accident_year,Accident_month,Accident_hour
0.63,0.205,55.4,63.99413146,82,30.7,10,17.3,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.46,1.548,98.1,63.99413146,30,29.87,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.52,0.764,84,63.99413146,38,29.9,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.64,0,77.4,63.99413146,60,30.11,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,TRUE,2017,7,17
0.36,3.401,97,63.99413146,34,29.85,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,19
0.3,6.282,82.4,63.99413146,66,29.98,40,8.1,0.079661972,FALSE,TRUE,FALSE,FALSE,TRUE,2017,7,0
0.42,6.264,82.4,63.99413146,66,29.98,40,8.1,0.079661972,FALSE,TRUE,FALSE,FALSE,TRUE,2017,7,0
0.56,0,61,61,88,24.59,10,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,7
0.52,0.854,85.3,63.99413146,45,29.93,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,9
0.75,0.737,73.9,63.99413146,68,30.04,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,9
0.49,6.378,93.2,63.99413146,44,30.01,40,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,9
0.37,0.292,95,63.99413146,39,29.98,40,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,11
0.4,2.985,63,63.99413146,90,30.19,10,4.6,0,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,12
0.42,3.043,63,63.99413146,90,30.19,10,4.6,0,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,12
0.28,0.136,100.9,63.99413146,22,29.88,10,6.9,0.079661972,FALSE,TRUE,FALSE,FALSE,TRUE,2017,7,13
0.74,1.468,82.9,63.99413146,41,30.01,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,13
0.75,0.557,72.1,63.99413146,83,30.22,2.5,9.2,0.03,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,13
0.56,1.535,82.9,63.99413146,41,30.01,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,13
0.69,0.852,84.9,63.99413146,36,29.98,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,TRUE,2017,7,13
0.64,1.744,82.9,63.99413146,41,30.01,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,13
0.41,0.363,82.9,63.99413146,41,30.01,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,13
0.4,1.535,82.9,63.99413146,41,30.01,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,13
0.31,2.251,96.1,63.99413146,29,29.83,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.38,2.427,96.1,63.99413146,29,29.83,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.4,0.587,96.1,63.99413146,29,29.8,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.67,0.747,82.9,63.99413146,46,30,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.58,1.535,84,63.99413146,37,30.16,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.59,1.741,84,63.99413146,34,29.99,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.69,0.363,84,63.99413146,37,30.16,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.47,1.147,84,63.99413146,37,30.16,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.32,3.485,53.6,63.99413146,77,30.74,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,22
0.4,3.485,53.6,63.99413146,77,30.74,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,22
0.6,0.001,102.9,63.99413146,20,29.81,7,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,11
0.39,0.066,78.8,63.99413146,47,30.22,10,7.849917628,0.079661972,FALSE,TRUE,FALSE,FALSE,FALSE,2017,7,12
0.68,1.765,86.5,63.99413146,46,30.11,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.37,0.173,93,63.99413146,16,29.67,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,5
0.3,0.173,93,63.99413146,16,29.67,10,3.5,0.079661972,FALSE,TRUE,FALSE,FALSE,TRUE,2017,7,5
0.63,2.282,65.3,63.99413146,83,30.13,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,6
0.55,0.277,54,54,77,24.56,10,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,7
0.31,0.008,69.6,63.99413146,77,30,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,8
0.31,0.096,87.8,63.99413146,22,30.15,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.3,5.59,88,63.99413146,37,29.85,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.44,5.59,88,63.99413146,37,29.85,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.37,1.702,42.8,38,66,30.7,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,19
0.44,0.675,77.50214172,63.99413146,64.69286853,29.91164623,9.641367071,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,21
0.41,2.058,71.1,63.99413146,84,29.91,10,6.9,0,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,22
0.34,2.058,71.1,63.99413146,84,29.91,10,6.9,0,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,22
0.36,1.926,89.1,63.99413146,24,29.96,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,13
0.5,1.926,89.1,63.99413146,24,29.96,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,13
0.25,1.111,75,63.99413146,66,29.87,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,2
0.54,0.677,82.9,63.99413146,58,29.87,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,3
0.47,2.304,78.8,63.99413146,42,30.3,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.31,1.747,66.2,63.99413146,52,30.27,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,10
0.64,0,64,63.99413146,67,30.22,10,12.7,0.079661972,FALSE,TRUE,FALSE,FALSE,TRUE,2017,7,10
0.57,0,64,63.99413146,67,30.22,10,12.7,0.079661972,FALSE,TRUE,FALSE,FALSE,TRUE,2017,7,10
0.49,0,95,63.99413146,31,29.85,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,10
0.71,0.073,69.1,63.99413146,61,30.24,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,11
0.32,0.296,66.2,63.99413146,64,30.27,10,11.5,0.079661972,FALSE,FALSE,FALSE,FALSE,TRUE,2017,7,12
0.39,0.144,102.2,63.99413146,22,29.86,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,13
0.28,0.131,102.2,63.99413146,22,29.86,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,13
0.5,0.382,107.1,63.99413146,22,29.79,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,13
0.57,1.045,100.4,63.99413146,29,29.85,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.71,0.619,82.9,63.99413146,36,29.97,10,15,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.59,2.991,106.9,63.99413146,18,29.83,10,12.7,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.75,0.877,90,63.99413146,35,29.81,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.69,1.353,73,63.99413146,61,29.81,9,11.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.63,0.937,96.1,63.99413146,28,29.76,10,13.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.66,1.038,100.4,63.99413146,20,29.84,7,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.42,0.004,105.1,63.99413146,12,29.86,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.48,0.004,105.1,63.99413146,12,29.86,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.39,0.133,75.9,63.99413146,60,29.81,10,8.1,0.079661972,FALSE,TRUE,FALSE,FALSE,FALSE,2017,7,18
0.41,0.133,75.9,63.99413146,60,29.81,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.26,0.225,69.8,63.99413146,56,30.22,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.38,0.225,69.8,63.99413146,56,30.22,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.63,0.368,87.8,63.99413146,38,29.87,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,19
0.69,0.517,98.6,63.99413146,27,29.83,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,19
0.71,0.767,70,63.99413146,57,30.18,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,19
0.68,0.722,75,63.99413146,62,29.83,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,21
0.75,0.497,75,63.99413146,66,29.83,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,22
0.57,0.512,75,63.99413146,66,29.83,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,22
0.32,1.359,78.1,63.99413146,54,29.78,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,3
0.31,2.002,73,63.99413146,49,30.1,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,12
0.29,0.737,79,63.99413146,44,30.04,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.71,0.757,77.50214172,63.99413146,64.69286853,29.91164623,9.641367071,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.75,0.196,89.1,63.99413146,38,29.79,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.56,1.148,98.1,63.99413146,30,29.8,10,15,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.53,0.626,108,63.99413146,6,29.78,10,10.4,0.079661972,FALSE,FALSE,FALSE,TRUE,FALSE,2017,7,16
0.41,1.733,79,63.99413146,45,30.06,10,11.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.31,1.402,96.8,63.99413146,11,29.99,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.37,1.402,96.8,63.99413146,11,29.99,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.37,0.495,80.1,63.99413146,38,29.98,10,11.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,20
0.55,0.597,80.1,63.99413146,60,29.83,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,21
0.27,0.646,72,63.99413146,30,29.98,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,22
0.44,0.473,75.9,63.99413146,32,29.99,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,23
0.31,1.242,73.9,63.99413146,59,29.87,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,3
0.41,1.717,69.8,63.99413146,83,29.88,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,4
0.44,1.319,69.8,63.99413146,78,29.86,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,4
0.44,0.403,73,63.99413146,79,29.87,7,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,6
0.4,0.403,73,63.99413146,79,29.87,7,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,6
0.57,0.393,93.9,63.99413146,36,29.89,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,12
0.39,0.39,69.1,63.99413146,61,30.12,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,13
0.34,0.39,69.1,63.99413146,61,30.12,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,13
0.36,0.494,76.3,63.99413146,56,30.1,10,12.7,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,13
0.36,0.494,76.3,63.99413146,56,30.1,10,12.7,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,13
0.67,1.772,86,63.99413146,44,29.92,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.52,1.096,95,63.99413146,32,29.96,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.64,0.204,95,63.99413146,28,29.88,10,13.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.6,0.195,95,63.99413146,28,29.88,10,13.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.67,1.709,84,63.99413146,43,29.87,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.58,0.393,84,63.99413146,43,29.87,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.56,0.833,95,63.99413146,28,29.88,10,13.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.57,2.376,95,63.99413146,28,29.88,10,13.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.45,0.195,82.4,63.99413146,51,29.9,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,21
0.52,0.413,82.4,63.99413146,51,29.9,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,21
0.27,0.204,82.4,63.99413146,51,29.9,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,21
0.63,0.189,73,63.99413146,81,29.91,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,23
0.37,1.646,73.9,63.99413146,82,29.89,8,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,0
0.49,0.204,78.8,63.99413146,54,29.93,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,1
0.27,4.674,68,63.99413146,93,29.87,8,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,2
0.4,4.674,71.6,63.99413146,73,29.89,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,2
0.73,0.082,73,63.99413146,81,29.86,8,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,3
0.55,0.111,62.1,63.99413146,78,30.05,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,8
0.39,0.174,66,63.99413146,73,30.06,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,11
0.56,0.388,91,63.99413146,32,29.88,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,11
0.29,0.169,66,63.99413146,73,30.06,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,11
0.64,0.001,69.1,63.99413146,53,30.08,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,11
0.74,0.246,73,63.99413146,38,30.09,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,12
0.72,0.574,78.1,63.99413146,52,29.93,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,12
0.68,0.13,98.6,63.99413146,12,29.93,10,11.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.51,1.158,60.8,63.99413146,77,30.15,7,13.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.66,0,79,63.99413146,25,30.05,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.25,0.38,102.2,63.99413146,12,29.88,6,12.7,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.49,0.38,102.2,63.99413146,12,29.88,6,12.7,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.55,0.302,90,63.99413146,30,29.84,10,15,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.31,0.884,64.9,63.99413146,54,30.05,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,19
0.48,0.884,64.9,63.99413146,54,30.05,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,19
0.51,0.185,81,63.99413146,45,29.85,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,20
0.75,0.405,81,63.99413146,45,29.85,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,20
0.53,0.214,81,63.99413146,45,29.85,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,TRUE,2017,7,20
0.58,0,75.9,63.99413146,58,29.88,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,23
0.34,1.25,60.1,63.99413146,72,29.92,9,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,0
0.47,0,55.4,63.99413146,82,29.91,5,7.849917628,0.079661972,FALSE,FALSE,FALSE,TRUE,FALSE,2017,7,3
0.47,0.144,75.2,63.99413146,78,29.96,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,3
0.59,0.41,70,63.99413146,81,29.9,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,3
0.49,0.131,75.2,63.99413146,78,29.96,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,3
0.29,4.699,50,63.99413146,76,30.11,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,4
0.67,0.133,71.1,63.99413146,75,29.88,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,3
0.56,0,41,63.99413146,70,30.18,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,4
0.63,0.456,84,63.99413146,51,29.91,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,TRUE,2017,7,10
0.69,0.619,84.9,63.99413146,29,29.84,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,13
0.71,0.835,87.8,63.99413146,40,29.91,10,11.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,13
0.74,0,88,63.99413146,39,29.88,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,13
0.66,0,95,63.99413146,25,29.93,5,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.74,0.486,89.6,63.99413146,33,29.97,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.32,0.213,71.1,63.99413146,61,29.95,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.4,0.213,71.1,63.99413146,61,29.95,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,14
0.62,0,80.1,63.99413146,58,29.91,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.71,0,80.1,63.99413146,58,29.91,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.3,0.775,102,63.99413146,19,29.74,10,15,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.39,0.879,102,63.99413146,19,29.74,10,15,0.079661972,FALSE,TRUE,FALSE,FALSE,TRUE,2017,7,15
0.7,0.487,87.8,63.99413146,33,29.93,10,9.2,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,16
0.64,0.366,68,63.99413146,59,29.96,8,15,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.5,0.633,78.8,63.99413146,42,29.87,10,13.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.28,0.53,71.1,63.99413146,81,29.88,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,TRUE,2017,7,18
0.72,0.103,61.9,63.99413146,73,30.05,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,23
0.61,0.555,70,70,81,29.08,10,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,0
0.7,0.455,68,63.99413146,87,29.93,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,3
0.59,0.082,69.1,63.99413146,84,29.95,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,6
0.75,0,54,63.99413146,90,30.08,10,7.849917628,0.079661972,FALSE,TRUE,FALSE,FALSE,TRUE,2017,7,6
0.7,0.442,57,63.99413146,81,29.95,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,7
0.62,0.148,75,63.99413146,69,29.96,8,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,8
0.57,0.258,82,63.99413146,49,29.93,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,9
0.35,0,82.9,63.99413146,32,29.94,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,12
0.63,0.272,90,63.99413146,33,29.91,10,10.4,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,13
0.69,0.518,86,63.99413146,40,29.94,10,13.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,17
0.66,0.237,70,63.99413146,78,29.93,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,20
0.7,0.084,70,63.99413146,78,29.93,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,20
0.61,0,57,63.99413146,77,30.03,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,0
0.3,0.987,57,63.99413146,81,30.04,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,2
0.34,0.987,57,63.99413146,81,30.04,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,2
0.63,3.538,60.1,63.99413146,75,30.05,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,3
0.74,0.376,66,63.99413146,87,29.98,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,4
0.39,0.267,57.9,63.99413146,81,30.09,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,5
0.32,0.267,57.9,63.99413146,81,30.09,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,5
0.59,0.773,60.1,63.99413146,78,29.96,9,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,6
0.31,0.375,59,63.99413146,81,29.97,6,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,7
0.53,0.407,64,63.99413146,67,30.04,8,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,8
0.5,0.66,64.9,63.99413146,70,30.13,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,10
0.3,0,64.9,63.99413146,70,30.13,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,10
0.62,0.341,59,63.99413146,87,30.17,10,8.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,11
0.52,0.224,68,63.99413146,55,29.99,10,20.7,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,15
0.65,0.627,64.9,63.99413146,68,29.99,10,16.1,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,18
0.74,0.554,71.6,63.99413146,50,29.96,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,19
0.61,3.601,62.6,63.99413146,68,29.97,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,21
0.54,0.184,70,63.99413146,73,29.96,10,5.8,0.079661972,FALSE,FALSE,FALSE,TRUE,FALSE,2017,7,22
0.6,0.461,70,63.99413146,73,29.96,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,23
0.6,0.691,70,63.99413146,57,29.93,10,6.9,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,23
0.67,0,62.1,63.99413146,67,30.14,10,4.6,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,23
0.6,0.458,70,63.99413146,73,29.96,10,5.8,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,22
0.46,0.28,68,63.99413146,52,29.95,10,9.2,0.079661972,FALSE,TRUE,FALSE,FALSE,FALSE,2017,7,2
0.71,0.512,68,63.99413146,87,29.97,8,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,4
0.29,0,48.2,63.99413146,100,30.18,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,6
0.71,0.044,68,63.99413146,84,29.98,7,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,6
0.48,0,48.2,63.99413146,100,30.18,10,7.849917628,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,6
0.34,1.132,74,74,48,28.4,10,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,8
0.63,0.125,66,63.99413146,59,30.17,10,3.5,0.079661972,FALSE,FALSE,FALSE,FALSE,FALSE,2017,7,9
